sample	is_target_pos	seg_idx	gene	cn_rel	cn_abs	pval
A269010011	FALSE	538	ERBB2	0.99458559765132	1.98917119530264	0.909957264551209
A269010011	FALSE	539	ERBB2	1.01617161236346	2.03234322472692	0.703042682401193
A269010011	FALSE	540	ERBB2	1.01034330876808	2.02068661753616	0.686836304446432
A269010011	FALSE	541	ERBB2	1.01745058025914	2.03490116051827	0.807685831563217
A269010011	FALSE	542	ERBB2	0.998692484304954	1.99738496860991	0.960303405176109
A269010011	FALSE	543	ERBB2	1.02692240631365	2.05384481262731	0.715063653662524
A269010011	FALSE	544	ERBB2	0.994517303506386	1.98903460701277	0.665964380158795
A269010011	FALSE	545	ERBB2	1.0329238766715	2.065847753343	0.613321307857863
A269010011	FALSE	546	ERBB2	1.00913667331615	2.0182733466323	0.755067976531632
A269010011	FALSE	547	ERBB2	1.02313187292681	2.04626374585362	0.693689364226888
A269010011	FALSE	548	ERBB2	1.04251988584092	2.08503977168184	0.704382940083643
A269010011	FALSE	549	ERBB2	0.988708418247979	1.97741683649596	0.625449511172719
A269010011	FALSE	550	ERBB2	0.98619673312688	1.97239346625376	0.360130056702316
A269010011	FALSE	551	ERBB2	0.968212739209864	1.93642547841973	0.503049686657073
A269010011	FALSE	552	ERBB2	1.05973599702107	2.11947199404214	0.569517950521248
A269010011	FALSE	553	ERBB2	1.00579842281225	2.0115968456245	0.899829906556537
A269010011	FALSE	554	ERBB2	0.997564526340365	1.99512905268073	0.748361587266717
A269010011	FALSE	555	ERBB2	1.01015553769998	2.02031107539996	0.879647969447287
A269010011	FALSE	556	ERBB2	1.00748322745648	2.01496645491296	0.85483491285983
A269010011	FALSE	557	ERBB2	1.02008903537455	2.0401780707491	0.458521991720727
A269010011	FALSE	558	ERBB2	1.02104279892879	2.04208559785758	0.750435389811643
A269010011	FALSE	559	ERBB2	0.966397153311506	1.93279430662301	0.434376100099455
A269010011	FALSE	560	ERBB2	0.987620381109867	1.97524076221973	0.554659486338314
